TRI Facility Name,TRI Facility ID,Year,Census Tract,3-Mile Population,Under Age 5 Percentile,Over Age 64 Percentile,Unemployment Rate Percentile,Limited English Speaking Percentile,Less Than High School Education Percentile,ZIP Code,Street Address,City,County,Latitude,Longitude,Chemical,Industry Sector,NAICS Code,Parent Company,Releases (lb),Air Releases (lb),Water Releases (lb),Land Releases (lb),Off-Site Releases (lb),Waste Managed (lb),RSEI Hazard,Number of Source Reduction Activities
MEC INC.,4934WMCNCX4714C,2024,-,-,-,-,-,-,-,49348,4714 CIRCUIT CT,"WAYLAND, MI","ALLEGAN, MI",42.76551939,-85.65649297,Copper (7440-50-8),332 Fabricated Metals,332999 All Other Miscellaneous Fabricated Metal Product Manufacturing,MAYVILLE ENGINEERING CO INC,60.00,27.00,0.00,0.00,33.00,"13,748.00","90,000",0
LINN PRODUCTS INC,4881WLNNPR12LIP,2024,26045021001,"11,446",85,52,56,0,41,48813,1200 LIPSEY DR,"CHARLOTTE, MI","EATON, MI",42.58472958,-84.83123762,Chromium (7440-47-3),331 Primary Metals,"331318 Other Aluminum Rolling, Drawing, and Extruding",NA,59.00,0.00,0.00,0.00,59.00,59.00,"113,280,000",0
WATERFRONT PETROLEUM TERMINAL-WEST JEFFERSON,4820WWTRFR5431B,2024,26163984100,"67,689",0,0,0,0,0,48209,5431 WEST JEFFERSON AVENUE,"DETROIT, MI","WAYNE, MI",42.3039194,-83.09136724,Naphthalene (91-20-3),4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,WARNER PETROLEUM CORP,59.00,59.00,0.00,0.00,0.00,59.00,"708,000",0
CORTEVA AGRISCIENCE LLC - MIDLAND,4867WDWGRS71WAS,2024,26111290600,"30,090",74,14,85,0,68,48640,701 WASHINGTON ST,"MIDLAND, MI","MIDLAND, MI",43.60532757,-84.21757491,"2,4-D (94-75-7)",325 Chemicals,325320 Pesticide and Other Agricultural Chemical Manufacturing,CORTEVA INC,58.00,53.00,0.00,0.00,5.00,"71,061.00","11,600",0
WATERFRONT PETROLEUM TERMINAL-WEST JEFFERSON,4820WWTRFR5431B,2024,26163984100,"67,689",0,0,0,0,0,48209,5431 WEST JEFFERSON AVENUE,"DETROIT, MI","WAYNE, MI",42.3039194,-83.09136724,Polycyclic aromatic compounds (N590),4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,WARNER PETROLEUM CORP,58.00,58.00,0.00,0.00,0.00,58.00,"22,620,000",0
PIONEER METAL FINISHING LLC,48162PNRMT525TE,2024,26115831700,"31,648",98,6,94,0,40,48162,525 TERNES DR,"MONROE, MI","MONROE, MI",41.9172494,-83.36662573,Nitric acid (7697-37-2),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",PIONEER METAL FINISHING LLC,57.54,57.54,0.00,0.00,0.00,"210,233.54","15,536",0
ALUDYNE N.A. LLC - ALMA,48801CNTCH205NG,2024,26057000600,"12,702",91,59,75,0,33,48801,250 ADAMS ST,"ALMA, MI","GRATIOT, MI",43.37732742,-84.64890139,Zinc compounds (N982),331 Primary Metals,331523 Nonferrous Metal Die-Casting Foundries,ALUDYNE INC,57.23,26.60,0.00,0.00,30.63,"10,781.33","5,723",0
AIR PRODUCTS & CHEMICALS INC/DETROIT HYDROGEN FACILITY,48217DTRTS1025S,2024,-,"99,709",-,-,-,-,-,48217,1025 OAKWOOD BLVD,"DETROIT, MI","WAYNE, MI",42.28702436,-83.1555223,n-Hexane (110-54-3),325 Chemicals,325120 Industrial Gas Manufacturing,AIR PRODUCTS & CHEMICALS INC,56.90,56.90,0.00,0.00,0.00,"1,410,148.90",285,0
PPG INDUSTRIES-ADRIAN,49221PPGND961DI,2024,26091061600,"27,287",28,37,99,74,85,49221,961 DIVISION ST,"ADRIAN, MI","LENAWEE, MI",41.88390715,-84.03346982,Lead compounds (N420),325 Chemicals,325520 Adhesive Manufacturing,PPG INDUSTRIES INC,56.88,0.03,0.00,0.00,56.85,56.88,"1,306,075",0
UNIFORM COLOR CO,49423NFRMC942BR,2024,26005032401,"31,869",81,35,51,73,72,49423,942 BROOKS AVE,"HOLLAND, MI","ALLEGAN, MI",42.7636556,-86.08354558,Antimony compounds (N010),325 Chemicals,325991 Custom Compounding of Purchased Resins,AUDIA PLASTICS HOLDINGS INC,56.80,21.79,0.00,0.00,35.01,660.72,"678,845",0
CALUMET ELECTRONICS CORP,49913CLMTL25830,2024,26061000300,"6,880",67,86,87,58,32,49913,25830 DEPOT ST,"CALUMET, MI","HOUGHTON, MI",47.24014029,-88.44912896,Lead (7439-92-1),334 Computers and Electronic Products,334412 Bare Printed Circuit Board Manufacturing,NA,56.30,0.00,0.00,0.00,56.30,"2,292.30","1,218,400",0
KALKASKA GAS PLANT,4964WKLKSK11PRU,2024,26079950300,-,72,37,29,0,48,49646,1100 PROUGH RD SW,"KALKASKA, MI","KALKASKA, MI",44.6977712,-85.19519446,n-Hexane (110-54-3),211 Natural Gas Processing,211130 Natural Gas Extraction,NA,56.22,56.22,0.00,0.00,0.00,56.27,281,0
PLASTATECH ENGINEERING LTD,48601PLSTT725MO,2024,26145011100,"18,048",39,75,56,0,59,48601,725 W MORLEY DR,"SAGINAW, MI","SAGINAW, MI",43.41932134,-83.87004492,Antimony compounds (N010),313 Textiles,313320 Fabric Coating Mills,HOLCIM PARTICIPATIONS (US) INC,55.65,55.65,0.00,0.00,0.00,"145,680.65","667,800",0
LOUISIANA PACIFIC CORPORATION-NEWBERRY,49868LSNPC461MI,2024,26095960100,"3,224",22,42,95,0,54,49868,7299 N C.R. 403,"NEWBERRY, MI","LUCE, MI",46.33664546,-85.48893064,Lead compounds (N420),321 Wood Products,321219 Reconstituted Wood Product Manufacturing,LOUISIANA PACIFIC CORP,55.10,3.40,0.00,0.00,51.70,55.10,"1,267,300",0
MSP INDUSTRIES,48371MSPND45WAK,2024,26125121000,"5,471",0,46,0,0,11,48371,45 W OAKWOOD RD,"OXFORD, MI","OAKLAND, MI",42.86905546,-83.29053711,Nickel compounds (N495),332 Fabricated Metals,332111 Iron and Steel Forging,AMERICAN AXLE & MANUFACTURING HOLDINGS INC,55.00,1.00,0.00,0.00,54.00,"9,694.00","51,150,000",0
ARKEMA INC,49507PLYMR1415S,2024,26081003800,"130,521",81,5,83,95,98,49507,1415 STEELE AVE SW,"GRAND RAPIDS, MI","KENT, MI",42.9387233,-85.67574584,Ethylene glycol (107-21-1),325 Chemicals,325211 Plastics Material and Resin Manufacturing,ARKEMA DELAWARE INC,54.00,54.00,0.00,0.00,0.00,74.00,475,0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,Naphthalene (91-20-3),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,GENERAL MOTORS LLC,54.00,54.00,0.00,0.00,0.00,54.00,"648,000",0
CLEVELAND-CLIFFS STEEL CORP DEARBORN WORKS,48121RGSTL3001M,2024,26163985700,"119,381",0,0,0,0,0,48120,4001 MILLER RD,"DEARBORN, MI","WAYNE, MI",42.31635335,-83.1621121,Mercury compounds (N458),331 Primary Metals,331110 Iron and Steel Mills and Ferroalloy Manufacturing,CLEVELAND-CLIFFS INC,53.98,36.40,0.00,0.00,17.58,54.47,"647,760",0
FCA US WARREN STAMPING PLANT,48091WRRNS22800,2024,26099982200,"129,109",0,0,0,0,93,48091,22800 MOUND RD,"WARREN, MI","MACOMB, MI",42.46100325,-83.04452265,Zinc compounds (N982),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,FCA US LLC,53.00,2.00,0.00,0.00,51.00,59.00,"5,300",0
PHARMACIA & UPJOHN CO LLC A SUBSIDIARY OF PFIZER INC,49001THPJH7171P,2024,26077001905,"31,983",66,12,0,69,34,49002,7171 PORTAGE RD,"PORTAGE, MI","KALAMAZOO, MI",42.21133108,-85.55988021,Methyl tert-butyl ether (1634-04-4),325 Chemicals,325412 Pharmaceutical Preparation Manufacturing,PFIZER INC,53.00,53.00,0.00,0.00,0.00,"442,053.00","4,929",0
WAYNE DISPOSAL INC,48111WYNDS49350,2024,26163986501,"28,882",0,0,0,0,0,48111,49350 N I-94 SERVICE DR,"BELLEVILLE, MI","WAYNE, MI",42.21950635,-83.52417321,Toxaphene (8001-35-2),562 Hazardous Waste,562211 Hazardous Waste Treatment and Disposal,REPUBLIC SERVICES INC,53.00,0.00,0.00,53.00,0.00,53.00,"58,300,000",0
FLAT ROCK ASSEMBLY PLANT,48134MZDMT1MAZD,2024,26163982000,"48,834",0,0,0,0,0,48134,1 INTERNATIONAL DR,"FLAT ROCK, MI","WAYNE, MI",42.10296609,-83.2436186,Ethylene glycol (107-21-1),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,FORD MOTOR CO,52.80,0.00,0.00,0.00,52.80,663.00,26,0
ADVANCED MICRONUTRIENT PRODUCTS INC,48757GRCCH2405S,2024,26145011200,"1,850",30,74,45,0,32,48757,2405 W VASSAR RD M-15,"REESE, MI","SAGINAW, MI",43.44175702,-83.75078382,Lead compounds (N420),325 Chemicals,325314 Fertilizer (Mixing Only) Manufacturing,NA,52.00,52.00,0.00,0.00,0.00,52.00,"1,196,000",0
EAGLE MINE,4986WRTNTG651TR,2024,26103002902,1,21,94,27,0,14,49861,6510 TRIPLE A ROAD,"MICHIGAMME, MI","MARQUETTE, MI",46.75585598,-87.91306037,Nitrate compounds (water dissociable) (N511),2122 Metal Mining,"212230 Copper, Nickel, Lead, and Zinc Mining",EAGLE MINE LLC,51.00,0.00,0.00,51.00,0.00,"211,051.00",32,0
TENNECO AUTOMOTIVE OPERATING CO INC.,49252TNNCT929AN,2024,26059050300,"2,133",66,70,45,58,65,49252,929 ANDERSON RD,"LITCHFIELD, MI","HILLSDALE, MI",42.08020943,-84.75854691,Nickel (7440-02-0),336 Transportation Equipment,336390 Other Motor Vehicle Parts Manufacturing,TENNECO INC,51.00,51.00,0.00,0.00,0.00,"7,880.00","47,430,000",0
ALUDYNE N.A. LLC - ALMA,48801CNTCH205NG,2024,26057000600,"12,702",91,59,75,0,33,48801,250 ADAMS ST,"ALMA, MI","GRATIOT, MI",43.37732742,-84.64890139,Copper (7440-50-8),331 Primary Metals,331523 Nonferrous Metal Die-Casting Foundries,ALUDYNE INC,50.70,33.64,0.00,0.00,17.06,"39,233.00","76,050",0
PARKER HANNIFIN,48850PRKRB8790W,2024,26117970400,"2,653",27,52,94,0,75,48850,8790 TAMARACK RD,"LAKEVIEW, MI","MONTCALM, MI",43.4384266,-85.26031814,Copper (7440-50-8),332 Fabricated Metals,332721 Precision Turned Product Manufacturing,PARKER HANNIFIN CORP,50.50,0.00,0.00,0.00,50.50,"3,626,453.50","75,750",0
ALLIED FINISHING INC,49508LLDFN4100B,2024,26081012608,"41,254",76,63,33,57,68,49512,4100 BROADMOOR SE,"KENTWOOD, MI","KENT, MI",42.88901815,-85.56932812,Nitric acid (7697-37-2),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",ALLIED FINISHING INC,50.00,50.00,0.00,0.00,0.00,"239,718.00","13,500",0
WATERFRONT PETROLEUM TERMINAL-WEST JEFFERSON,4820WWTRFR5431B,2024,26163984100,"67,689",0,0,0,0,0,48209,5431 WEST JEFFERSON AVENUE,"DETROIT, MI","WAYNE, MI",42.3039194,-83.09136724,Ethylbenzene (100-41-4),4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,WARNER PETROLEUM CORP,50.00,50.00,0.00,0.00,0.00,50.00,"44,500",0
NILES STEEL TANK,4912WNLSST171AT,2024,26021020900,"19,370",69,39,37,0,25,49120,1701-A TERMINAL ROAD,"NILES, MI","BERRIEN, MI",41.85188436,-86.22904415,Manganese (7439-96-5),332 Fabricated Metals,332420 Metal Tank (Heavy Gauge) Manufacturing,BRADFORD WHITE CORP,49.70,6.70,0.00,0.00,43.00,"6,884.70","380,528",0
MEC INC.,4931WMCNCX9984T,2024,-,-,-,-,-,-,-,49315,990 84TH STREET,"BYRON CENTER, MI","KENT, MI",42.81184363,-85.68828985,Manganese (7439-96-5),332 Fabricated Metals,332999 All Other Miscellaneous Fabricated Metal Product Manufacturing,MAYVILLE ENGINEERING CO INC,49.00,49.00,0.00,0.00,0.00,"127,795.00","588,000",0
WEYERHAEUSER NR CO,49738WYRHS4111E,2024,26039960500,535,87,73,61,0,82,49738,4111 W FOUR MILE RD,"GRAYLING, MI","CRAWFORD, MI",44.59845162,-84.69108219,Lead (7439-92-1),321 Wood Products,321219 Reconstituted Wood Product Manufacturing,WEYERHAEUSER CO,49.00,49.00,0.00,0.00,0.00,49.00,"1,127,000",0
ROYAL BUILDING PRODUCTS,4845WMTMRP457SA,2024,26087341500,"3,753",66,28,41,0,36,48455,4057 S OAK ST,"METAMORA, MI","LAPEER, MI",42.94066997,-83.28939183,Manganese (7439-96-5),326 Plastics and Rubber,326199 All Other Plastics Product Manufacturing,WESTLAKE CORP,48.59,48.59,0.00,0.00,0.00,739.67,"583,080",0
GM TRUCK GROUP FLINT ASSEMBLY PLANT,48551GMCTRG3100,2024,26049980000,"51,226",0,0,0,0,0,48551,G-3100 VAN SLYKE RD,"FLINT, MI","GENESEE, MI",42.96697513,-83.71257194,n-Hexane (110-54-3),336 Transportation Equipment,336350 Motor Vehicle Transmission and Power Train Parts Manufacturing,GENERAL MOTORS LLC,48.00,48.00,0.00,0.00,0.00,48.00,240,0
HAVILAND PRODUCTS CO,4900WHVLND2722N,2024,26077001501,"51,830",14,53,92,0,48,49004,2722 N BURDICK ST,"KALAMAZOO, MI","KALAMAZOO, MI",42.31853039,-85.58384814,Toluene (108-88-3),4246 Chemical Wholesalers,424690 Other Chemical and Allied Products Merchant Wholesalers,HAVILAND ENTERPRISES INC,48.00,48.00,0.00,0.00,0.00,"3,698.00",34,0
IHC LLC.,48228NTRNT12400,2024,26163547000,"143,160",42,55,92,0,79,48228,12400 BURT RD,"DETROIT, MI","WAYNE, MI",42.37853813,-83.24631192,Ethylene glycol (107-21-1),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",NA,48.00,48.00,0.00,0.00,0.00,"6,158.00",422,0
AKWEL CADILLAC USA INC.,49601CDLLC603WE,2024,26165380700,"12,871",76,20,69,0,73,49601,603 W 7TH ST,"CADILLAC, MI","WEXFORD, MI",44.26075834,-85.41659749,Certain glycol ethers (N230),326 Plastics and Rubber,326220 Rubber and Plastics Hoses and Belting Manufacturing,NA,47.00,47.00,0.00,0.00,0.00,47.00,"8,460",0
BRADFORD WHITE CORP,49333BRDFR200LA,2024,26015010301,"6,299",64,52,0,62,36,49333,200 LAFAYETTE ST,"MIDDLEVILLE, MI","BARRY, MI",42.7183492,-85.46383357,Ethylene glycol (107-21-1),335 Electrical Equipment,335220 Major Household Appliance Manufacturing,BRADFORD WHITE CORP,47.00,0.00,0.00,0.00,47.00,47.00,414,0
ROYAL ADHESIVES & SEALANTS,49254DCPRD4401P,2024,26075006101,"17,114",48,31,93,0,16,49254,4401 PAGE AVE,"MICHIGAN CENTER, MI","JACKSON, MI",42.23436429,-84.33316071,Xylene (mixed isomers) (1330-20-7),325 Chemicals,325520 Adhesive Manufacturing,HB FULLER CO,47.00,47.00,0.00,0.00,0.00,866.00,"1,645",0
FCA US STERLING HEIGHTS ASSEMBLY PLANT,48077STRLN38111,2024,26099231200,"94,944",17,19,0,82,54,48312,38111 VAN DYKE,"STERLING HEIGHTS, MI","MACOMB, MI",42.57039424,-83.03013673,Manganese compounds (N450),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FCA US LLC,46.79,4.95,0.00,0.00,41.84,46.79,"63,175",0
FCA US WARREN TRUCK ASSEMBLY PLANT,48091WRRNT21500,2024,26099982200,"130,932",0,0,0,0,93,48091,21500 MOUND RD,"WARREN, MI","MACOMB, MI",42.45531342,-83.04419136,Ethylene glycol (107-21-1),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,FCA US LLC,46.26,29.93,0.00,0.00,16.33,"1,633.69",272,0
ARKEMA INC,49507PLYMR1415S,2024,26081003800,"130,521",81,5,83,95,98,49507,1415 STEELE AVE SW,"GRAND RAPIDS, MI","KENT, MI",42.9387233,-85.67574584,sec-Butyl alcohol (78-92-2),325 Chemicals,325211 Plastics Material and Resin Manufacturing,ARKEMA DELAWARE INC,45.00,45.00,0.00,0.00,0.00,"1,290.00",5,0
ARKEMA INC,49507PLYMR1415S,2024,26081003800,"130,521",81,5,83,95,98,49507,1415 STEELE AVE SW,"GRAND RAPIDS, MI","KENT, MI",42.9387233,-85.67574584,Styrene (100-42-5),325 Chemicals,325211 Plastics Material and Resin Manufacturing,ARKEMA DELAWARE INC,45.00,45.00,0.00,0.00,0.00,"1,295.00",158,0
MPLX TERMINALS LLC - LANSING MI TERMINAL,48906LNSNG6300G,2024,26037010300,"16,298",64,43,0,0,29,48906,6300 W GRAND RIVER AVE,"LANSING, MI","CLINTON, MI",42.7810287,-84.64936291,Naphthalene (91-20-3),4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,45.00,45.00,0.00,0.00,0.00,45.00,"540,000",0
VALLEY CITY PLATING,49508VLLYC3353E,2024,26081014200,"119,520",56,19,59,72,55,49508,3353 EASTERN AVE SE,"GRAND RAPIDS, MI","KENT, MI",42.9026011,-85.6466332,Lead compounds (N420),332 Fabricated Metals,"332813 Electroplating, Plating, Polishing, Anodizing, and Coloring",NA,44.72,0.00,0.00,0.00,44.72,50.72,"1,011,160",0
ANDERSON DEVELOPMENT CO,49221NDRSN1415E,2024,26091061301,"26,525",93,24,86,0,82,49221,1415 E MICHIGAN ST,"ADRIAN, MI","LENAWEE, MI",41.89404029,-84.01757843,Styrene (100-42-5),325 Chemicals,325211 Plastics Material and Resin Manufacturing,MITSUI & CO (USA) INC,44.40,44.30,0.10,0.00,0.00,"1,288.79",156,0
DDP SPECIALTY ELECTRONIC MATERIALS US LLC,4864WDDPSP34SSA,2024,26111290600,"29,731",74,14,85,0,68,48640,3400 S SAGINAW RD - UNIT 96,"MIDLAND, MI","MIDLAND, MI",43.60102204,-84.20774568,Dimethylamine (124-40-3),325 Chemicals,325199 All Other Basic Organic Chemical Manufacturing,DUPONT DE NEMOURS INC,44.00,44.00,0.00,0.00,0.00,"1,662.00",0,0
AIR PRODUCTS & CHEMICALS INC/DETROIT HYDROGEN FACILITY,48217DTRTS1025S,2024,-,"99,709",-,-,-,-,-,48217,1025 OAKWOOD BLVD,"DETROIT, MI","WAYNE, MI",42.28702436,-83.1555223,Methanol (67-56-1),325 Chemicals,325120 Industrial Gas Manufacturing,AIR PRODUCTS & CHEMICALS INC,43.90,43.90,0.00,0.00,0.00,"51,227.90",8,0
VENTRA EVART LLC,49631VRTPR601WS,2024,26133970400,"3,127",51,75,84,0,91,49631,601 W SEVENTH ST,"EVART, MI","OSCEOLA, MI",43.90066423,-85.26622672,Methyl isobutyl ketone (108-10-1),336 Transportation Equipment,336390 Other Motor Vehicle Parts Manufacturing,FLEX-N-GATE CORP,43.89,43.89,0.00,0.00,0.00,"25,166.89",53,0
HENKEL US OPERATIONS CORP,48091MCHMP23343,2024,26099263200,"125,648",28,38,82,0,67,48091,23343 SHERWOOD AVE,"WARREN, MI","MACOMB, MI",42.46588693,-83.03550307,Nonylphenol Ethoxylates (N535),325 Chemicals,325998 All Other Miscellaneous Chemical Product and Preparation Manufacturing,HENKEL OF AMERICA INC,43.34,34.00,0.00,0.00,9.34,"1,115.00",0,0
MARATHON PETROLEUM CO LP - MICHIGAN REFINING DIV,48217MRTHN1300S,2024,26163524500,"94,854",0,35,0,0,0,48217,1300 S FORT ST HES DEPT,"DETROIT, MI","WAYNE, MI",42.28071629,-83.15192609,Carbon disulfide (75-15-0),324 Petroleum Products,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,43.28,42.00,0.00,0.00,1.28,242.32,223,0
MPLX TERMINALS LLC - LANSING MI TERMINAL,48906LNSNG6300G,2024,26037010300,"16,298",64,43,0,0,29,48906,6300 W GRAND RIVER AVE,"LANSING, MI","CLINTON, MI",42.7810287,-84.64936291,Ethylbenzene (100-41-4),4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,43.00,43.00,0.00,0.00,0.00,43.00,"38,270",0
THE SHYFT GROUP INC,4881WTHSHY1REYN,2024,26045020902,"10,310",56,75,38,0,35,48813,1000 REYNOLDS RD,"CHARLOTTE, MI","EATON, MI",42.54979247,-84.85297007,"1,2,4-Trimethylbenzene (95-63-6)",336 Transportation Equipment,336211 Motor Vehicle Body Manufacturing,THE SHYFT GROUP USA INC,42.14,42.14,0.00,0.00,0.00,42.14,"2,444",0
ARCELORMITTAL TAILORED BLANKS AMERICAS CORP,4821WRCLRM865MU,2024,26163505800,"124,397",51,65,99,76,88,48211,8650 MOUNT ELLIOTT ST,"DETROIT, MI","WAYNE, MI",42.39168088,-83.03726917,Nickel (7440-02-0),336 Transportation Equipment,336370 Motor Vehicle Metal Stamping,NA,42.00,0.00,0.00,0.00,42.00,"49,671.00","39,060,000",0
DDP SPECIALTY ELECTRONIC MATERIALS US LLC,4864WDDPSP34SSA,2024,26111290600,"29,731",74,14,85,0,68,48640,3400 S SAGINAW RD - UNIT 96,"MIDLAND, MI","MIDLAND, MI",43.60102204,-84.20774568,Propylene oxide (75-56-9),325 Chemicals,325199 All Other Basic Organic Chemical Manufacturing,DUPONT DE NEMOURS INC,42.00,42.00,0.00,0.00,0.00,"41,845.00","546,000",0
MICHIGAN SUGAR CO - SEBEWAING FACTORY,48759MCHGN763BE,2024,26063950800,"2,663",48,92,0,0,42,48759,501 PINE ST,"SEBEWAING, MI","HURON, MI",43.74062468,-83.44541459,Lead compounds (N420),311 Food,311313 Beet Sugar Manufacturing,MICHIGAN SUGAR CO,42.00,42.00,0.00,0.00,0.00,42.00,"966,000",0
AIR PRODUCTS & CHEMICALS INC/DETROIT HYDROGEN FACILITY,48217DTRTS1025S,2024,-,"99,709",-,-,-,-,-,48217,1025 OAKWOOD BLVD,"DETROIT, MI","WAYNE, MI",42.28702436,-83.1555223,Propylene (115-07-1),325 Chemicals,325120 Industrial Gas Manufacturing,AIR PRODUCTS & CHEMICALS INC,41.20,41.20,0.00,0.00,0.00,"1,020,393.40",49,0
MPLX TERMINALS LLC - ROMULUS MI TERMINAL,48174RMLSR28000,2024,26163585500,"57,324",57,20,64,0,51,48174,28001 CITRIN DR,"ROMULUS, MI","WAYNE, MI",42.24555362,-83.30829788,Ethylbenzene (100-41-4),4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,41.00,41.00,0.00,0.00,0.00,44.00,"36,490",0
ST MARYS CEMENT U.S. LLC,49720MDSCMBELLS,2024,26029000400,"3,587",37,95,51,57,37,49720,16000 BELLS BAY RD,"CHARLEVOIX, MI","CHARLEVOIX, MI",45.30794109,-85.30779401,Mercury (7439-97-6),327 Nonmetallic Mineral Product,327310 Cement Manufacturing,VCNA PRAIRIE LLC,40.92,40.90,0.01,0.00,0.00,40.92,"490,952",0
MARATHON PETROLEUM CO LP - MICHIGAN REFINING DIV,48217MRTHN1300S,2024,26163524500,"94,854",0,35,0,0,0,48217,1300 S FORT ST HES DEPT,"DETROIT, MI","WAYNE, MI",42.28071629,-83.15192609,Polycyclic aromatic compounds (N590),324 Petroleum Products,324110 Petroleum Refineries,MARATHON PETROLEUM CORP,40.80,7.40,0.00,0.00,33.40,78.30,"10,998,000",0
MACDERMID INC,48220MCDRM1221F,2024,26125173600,"148,892",15,29,26,0,39,48220,1221 FARROW AVE,"FERNDALE, MI","OAKLAND, MI",42.4572589,-83.1182239,Manganese compounds (N450),325 Chemicals,325998 All Other Miscellaneous Chemical Product and Preparation Manufacturing,ELEMENT SOLUTIONS INC,40.29,18.06,0.00,0.00,22.23,40.29,"217,118",0
NON-FERROUS CAST ALLOYS INC.,49441NNFRR1146N,2024,26121002602,"16,107",64,67,30,0,49,49441,1146 N GATEWAY BLVD,"MUSKEGON, MI","MUSKEGON, MI",43.14401428,-86.21717183,Copper (7440-50-8),331 Primary Metals,331524 Aluminum Foundries (except Die-Casting),NA,40.00,40.00,0.00,0.00,0.00,"35,451.00","60,000",0
SAGINAW METAL CASTING OPERATIONS,48605SGNWG1629N,2024,26145000100,"38,543",90,25,99,0,50,48601,1629 N WASHINGTON ST,"SAGINAW, MI","SAGINAW, MI",43.44762415,-83.91899086,Copper (7440-50-8),331 Primary Metals,331524 Aluminum Foundries (except Die-Casting),GENERAL MOTORS LLC,39.19,0.00,0.00,0.00,39.19,39.00,"58,788",0
GENERAL MOTORS LANSING DELTA TOWNSHIP,48917GNRLM85REL,2024,26045020302,"10,044",63,24,60,0,0,48917,8175 MILLETT HWY,"LANSING, MI","EATON, MI",42.69753322,-84.67379564,Ethylene glycol (107-21-1),336 Transportation Equipment,336110 Automobile and Light Duty Motor Vehicle Manufacturing,GENERAL MOTORS LLC,39.00,39.00,0.00,0.00,0.00,106.00,343,0
MPLX TERMINALS LLC - JACKSON MI TERMINAL,49201JCKSN2090M,2024,26075005602,"12,883",22,72,28,0,50,49201,2090 MORRILL RD,"JACKSON, MI","JACKSON, MI",42.31003859,-84.42477118,Ethylbenzene (100-41-4),4247 Petroleum Bulk Terminals,424710 Petroleum Bulk Stations and Terminals,MARATHON PETROLEUM CORP,39.00,39.00,0.00,0.00,0.00,39.00,"34,710",0
ERVIN TECHNOLOGIES,49286RVNPR200IN,2024,26091060702,"14,090",13,40,58,0,76,49286,200 INDUSTRIAL DR,"TECUMSEH, MI","LENAWEE, MI",41.99098118,-83.94265093,Chromium (7440-47-3),327 Nonmetallic Mineral Product,327910 Abrasive Product Manufacturing,ERVIN INDUSTRIES INC,38.16,38.16,0.00,0.00,0.00,38.16,"830,361,600",0
TRANSTAR AUTOBODY TECHNOLOGIES,48116HHSPP2040H,2024,26093742201,"16,903",77,71,44,0,40,48114,2040 HEISERMAN DR,"BRIGHTON, MI","LIVINGSTON, MI",42.57140822,-83.81139576,Ethylbenzene (100-41-4),325 Chemicals,325510 Paint and Coating Manufacturing,AXALTA COATING SYSTEMS LLC,38.01,35.91,0.00,0.00,2.10,982.14,"33,829",0
BRADFORD WHITE CORP,49333BRDFR200LA,2024,26015010301,"6,299",64,52,0,62,36,49333,200 LAFAYETTE ST,"MIDDLEVILLE, MI","BARRY, MI",42.7183492,-85.46383357,Diisocyanates (N120),335 Electrical Equipment,335220 Major Household Appliance Manufacturing,BRADFORD WHITE CORP,38.00,0.00,0.00,0.00,38.00,38.00,"13,300,000",0
"LYMTAL INTERNATIONAL,INC.",48057HSPTR4150S,2024,26125128400,"31,968",73,50,30,71,73,48359,4150 S LAPEER RD,"LAKE ORION, MI","OAKLAND, MI",42.71882581,-83.24287105,Cumene (98-82-8),325 Chemicals,325510 Paint and Coating Manufacturing,NA,37.57,32.57,5.00,0.00,0.00,136.47,337,1
UNIFORM COLOR CO,49423NFRMC942BR,2024,26005032401,"31,869",81,35,51,73,72,49423,942 BROOKS AVE,"HOLLAND, MI","ALLEGAN, MI",42.7636556,-86.08354558,Chromium compounds (N090),325 Chemicals,325991 Custom Compounding of Purchased Resins,AUDIA PLASTICS HOLDINGS INC,37.01,11.83,0.00,0.00,25.18,364.72,"491,147,950",0
